bug_id:best_result_FR;AR;ES
1:1.7976931348623157e+308,1.7976931348623157e+308,1.0
3:1.7976931348623157e+308,1.7976931348623157e+308,1.0
5:35.0,35.0,0.8333333333333334
6:6.0,9.75,0.08571428571428572
7:2.0,2.0,0.06818181818181818
8:1.7976931348623157e+308,1.7976931348623157e+308,1.0
14:26.0,26.0,0.6046511627906976
16:1.7976931348623157e+308,1.7976931348623157e+308,1.0
17:2.0,2.0,0.05405405405405406
19:1.0,1.0,0.015873015873015872
20:4.0,4.0,0.12121212121212122
21:3.0,3.75,0.09090909090909091
22:3.0,3.5,0.08571428571428572
24:1.0,1.0,0.01818181818181818
29:15.0,35.5,0.14423076923076922
32:1.0,1.0,0.017241379310344827
33:1.7976931348623157e+308,1.7976931348623157e+308,1.0
35:1.0,1.0,0.029411764705882353
38:1.0,12.75,0.02564102564102564
39:3.0,38.75,0.08771929824561403
40:1.0,25.25,0.006134969325153374
42:7.0,7.0,0.10606060606060606
46:1.0,1.0,0.022222222222222223
50:1.7976931348623157e+308,1.7976931348623157e+308,1.0
51:40.5,40.5,0.9545454545454546
52:10.5,32.75,0.15942028985507245
54:32.0,42.5,0.48484848484848486
56:7.0,7.5,0.17073170731707318
57:1.7976931348623157e+308,1.7976931348623157e+308,1.0
58:21.0,21.0,0.3230769230769231
62:1.7976931348623157e+308,1.7976931348623157e+308,1.0
65:1.7976931348623157e+308,1.7976931348623157e+308,1.0
67:13.0,13.5,0.3939393939393939
68:4.0,35.0,0.05970149253731343
71:1.0,1.0,0.01639344262295082
73:2.0,2.0,0.03636363636363636
74:1.7976931348623157e+308,1.7976931348623157e+308,1.0
75:30.0,30.0,0.5882352941176471
76:1.7976931348623157e+308,1.7976931348623157e+308,1.0
77:72.0,72.0,1.0
78:6.0,6.0,0.10526315789473684
79:1.7976931348623157e+308,1.7976931348623157e+308,1.0
80:2.0,17.0,0.037037037037037035
81:5.0,5.0,0.0641025641025641
86:12.0,12.0,0.19047619047619047
90:2.0,14.5,0.044444444444444446
94:2.0,2.0,0.044444444444444446
96:1.7976931348623157e+308,1.7976931348623157e+308,1.0
100:1.0,4.5,0.022727272727272728
104:7.5,7.5,0.16666666666666666
105:1.7976931348623157e+308,1.7976931348623157e+308,1.0
109:13.0,22.5,0.26
113:1.7976931348623157e+308,1.7976931348623157e+308,1.0
115:2.0,13.5,0.05
116:1.0,11.5,0.011235955056179775
117:9.0,9.0,0.13432835820895522
118:1.7976931348623157e+308,1.7976931348623157e+308,1.0
121:18.0,18.0,0.5294117647058824
122:1.0,1.5,0.022222222222222223
123:15.5,15.5,0.2807017543859649
124:1.0,1.0,0.015384615384615385
126:1.0,1.0,0.013513513513513514
127:11.0,11.0,0.1896551724137931
128:4.0,29.166666666666668,0.05333333333333334
130:24.0,24.0,0.7741935483870968
131:16.0,43.5,0.2
132:22.0,22.0,0.5
135:1.7976931348623157e+308,1.7976931348623157e+308,1.0
136:1.0,10.5,0.019230769230769232
137:5.0,27.458333333333332,0.06666666666666667
141:2.0,15.0,0.034482758620689655
142:4.0,4.5,0.09090909090909091
143:1.7976931348623157e+308,1.7976931348623157e+308,1.0
145:27.0,27.0,0.4576271186440678
146:1.7976931348623157e+308,1.7976931348623157e+308,1.0
147:1.7976931348623157e+308,1.7976931348623157e+308,1.0
148:1.5,3.5,0.08695652173913043
150:2.0,2.0,0.024390243902439025
153:4.0,19.25,0.0784313725490196
154:4.0,13.666666666666666,0.08
155:8.0,18.0,0.1568627450980392
157:1.0,2.0,0.037037037037037035
158:12.0,12.0,0.15
162:2.0,8.666666666666666,0.05128205128205128
163:1.7976931348623157e+308,1.7976931348623157e+308,1.0
164:9.0,37.333333333333336,0.09375
165:1.7976931348623157e+308,1.7976931348623157e+308,1.0
166:3.0,3.0,0.03571428571428571
168:17.0,19.5,0.42857142857142855
169:5.0,16.166666666666668,0.14705882352941177
172:3.0,3.0,0.03614457831325301
173:8.0,14.666666666666666,0.21052631578947367
174:1.0,2.3333333333333335,0.021739130434782608
175:17.0,27.166666666666668,0.19318181818181818
---------------statistics---------------
top1:16/94=0.1702127659574468
top3:32/94=0.3404255319148936
top5:41/94=0.43617021276595747
top10:50/94=0.5319148936170213
MAR:15.088541666666666
MFR:9.145833333333334
ExamScore:0.3703558288462603
