bug_id:best_result_FR;AR;ES
1:1.7976931348623157e+308,1.7976931348623157e+308,1.0
3:80.0,80.5,0.7981651376146789
5:91.5,91.5,0.908256880733945
6:1.0,30.2,0.005847953216374269
7:2.0,2.0,0.06818181818181818
8:56.5,57.0,0.8695652173913043
14:64.0,64.5,0.4967741935483871
16:17.0,38.75,0.15384615384615385
17:4.0,12.75,0.028901734104046242
19:1.0,1.5,0.016129032258064516
20:3.5,3.5,0.1276595744680851
21:5.5,12.25,0.15
22:4.0,11.833333333333334,0.05970149253731343
24:1.0,6.625,0.009900990099009901
29:26.0,93.33333333333333,0.14444444444444443
32:18.0,32.0,0.20618556701030927
33:1.7976931348623157e+308,1.7976931348623157e+308,1.0
35:1.5,6.25,0.038461538461538464
38:1.0,6.0,0.017543859649122806
39:6.0,8.5,0.24561403508771928
40:1.0,25.75,0.005376344086021506
42:10.0,10.5,0.15942028985507245
46:1.0,6.333333333333333,0.013157894736842105
50:15.5,30.0,0.23529411764705882
51:55.0,55.5,0.9682539682539683
52:18.0,43.75,0.17142857142857143
54:1.0,58.375,0.005050505050505051
56:1.0,5.5,0.017857142857142856
57:1.0,4.75,0.011494252873563218
58:5.5,5.5,0.06976744186046512
62:1.7976931348623157e+308,1.7976931348623157e+308,1.0
65:5.5,5.5,0.056074766355140186
67:16.0,21.0,0.25
68:5.0,36.0,0.061224489795918366
71:37.5,38.5,0.3105590062111801
73:2.0,7.5,0.0196078431372549
74:9.5,10.0,0.10377358490566038
75:24.0,33.0,0.28735632183908044
76:1.7976931348623157e+308,1.7976931348623157e+308,1.0
77:19.0,19.0,0.176
78:17.5,18.0,0.2911392405063291
79:99.0,99.0,0.9904761904761905
80:2.0,34.25,0.027777777777777776
81:5.0,5.0,0.07692307692307693
86:37.0,37.0,0.19786096256684493
90:8.0,18.833333333333332,0.08421052631578947
94:10.0,10.0,0.10869565217391304
96:1.7976931348623157e+308,1.7976931348623157e+308,1.0
100:6.0,14.5,0.08
104:6.0,6.0,0.13559322033898305
105:27.0,27.5,0.25165562913907286
109:18.0,30.75,0.3114754098360656
113:4.5,21.5,0.040983606557377046
115:4.0,6.333333333333333,0.03636363636363636
116:1.0,9.5,0.006622516556291391
117:16.0,16.0,0.10062893081761007
118:22.0,22.0,0.14285714285714285
121:16.0,28.0,0.1391304347826087
122:1.0,2.0,0.25
123:30.5,31.0,0.49122807017543857
124:7.0,7.0,0.06542056074766354
126:3.5,6.25,0.0223463687150838
127:4.0,32.166666666666664,0.0223463687150838
128:5.0,6.0,0.040983606557377046
130:13.5,13.5,0.18421052631578946
131:32.0,64.5,0.25396825396825395
132:4.0,18.5,0.06976744186046512
135:54.5,54.5,0.5392156862745098
136:1.0,1.0,0.0136986301369863
137:14.0,30.4,0.1414141414141414
141:2.0,12.25,0.041666666666666664
142:10.5,11.0,0.13592233009708737
143:4.0,8.25,0.35294117647058826
145:37.0,37.5,0.5205479452054794
146:1.7976931348623157e+308,1.7976931348623157e+308,1.0
147:9.5,13.0,0.2631578947368421
148:4.5,12.9,0.19047619047619047
150:5.0,5.0,0.033112582781456956
153:5.0,6.0,0.08450704225352113
154:13.0,35.5,0.17073170731707318
155:23.0,49.5,0.2169811320754717
157:1.0,2.25,0.047619047619047616
158:21.0,21.0,0.17518248175182483
162:2.0,22.5,0.025974025974025976
163:31.5,31.5,0.6909090909090909
164:8.5,55.25,0.04285714285714286
165:21.5,22.0,0.24528301886792453
166:3.0,3.0,0.02727272727272727
168:18.5,21.0,0.31868131868131866
169:4.5,26.5,0.07246376811594203
172:24.0,37.25,0.13636363636363635
173:21.5,33.75,0.2987012987012987
174:1.0,1.5,0.013513513513513514
175:21.0,52.25,0.16666666666666666
---------------statistics---------------
top1:14/94=0.14893617021276595
top3:21/94=0.22340425531914893
top5:37/94=0.39361702127659576
top10:50/94=0.5319148936170213
MAR:24.625946969696965
MFR:15.596590909090908
ExamScore:0.24101491678499787
